No.;CrDeviceProperty;Outline;Mode;ILX-LR1;ILCE-1M2;ILCE-1;ILCE-9M3;ILCE-9M2;ILCE-7RM5;ILCE-7RM4A;ILCE-7RM4;ILCE-7CR;ILCE-7SM3;ILCE-7M5;ILCE-7M4;ILCE-7CM2;ILCE-7C;ILCE-6700;MPC-2610;ILME-FX6;ILME-FX2;ILME-FX3A;ILME-FX3;ILME-FX30;PXW-Z300;PXW-Z200;HXR-NX800;BRC-AM7;ILME-FR7;ZV-E1;ZV-E10M2;DSC-RX1RM3;DSC-RX0M2
364;:ref:`CrDeviceProperty_FocusPositionSetting<dp-FocusPositionSetting>`;Focus Position Setting;R/T;✔;✔;✔;✔;\-;✔;\-;\-;✔;✔;✔;✔;✔;\-;\-;\-;\-;✔;✔;✔;✔;\-;\-;\-;✔;\-;\-;✔;\-;\-
365;:ref:`CrDeviceProperty_SoftSkinEffect<dp-SoftSkinEffect>`;Soft Skin Effect;R/T;✔;✔;\-;✔;\-;✔;\-;\-;✔;\-;✔;✔;✔;\-;\-;\-;\-;\-;\-;\-;\-;✔;✔;✔;\-;\-;✔;✔;✔;\-
366;:ref:`CrDeviceProperty_PrioritySetInAF_S<dp-PrioritySetInAF_S>`;Priority Set in AF-S;R/T;✔;✔;✔;✔;\-;✔;\-;\-;✔;✔;✔;✔;✔;\-;\-;\-;\-;✔;✔;✔;✔;\-;\-;\-;\-;\-;✔;✔;✔;\-
367;:ref:`CrDeviceProperty_PrioritySetInAF_C<dp-PrioritySetInAF_C>`;Priority Set in AF-C;R/T;✔;✔;✔;✔;\-;✔;\-;\-;✔;✔;✔;✔;✔;\-;\-;\-;\-;✔;✔;✔;✔;\-;\-;\-;\-;\-;✔;✔;✔;\-
368;:ref:`CrDeviceProperty_FocusMagnificationTime<dp-FocusMagnificationTime>`;Focus Magnification Time;R/T;✔;✔;✔;✔;\-;✔;\-;\-;✔;✔;✔;✔;✔;\-;\-;\-;\-;✔;✔;✔;✔;\-;\-;\-;\-;\-;✔;✔;✔;\-
369;:ref:`CrDeviceProperty_SubjectRecognitionInAF<dp-SubjectRecognitionInAF>`;Subject Recognition in AF;R/T;✔;✔;✔;✔;\-;✔;\-;\-;✔;✔;✔;✔;✔;\-;✔;\-;\-;✔;✔;✔;✔;\-;\-;\-;\-;\-;✔;✔;✔;\-
370;:ref:`CrDeviceProperty_RecognitionTarget<dp-RecognitionTarget>`;Recognition Target;R/T;✔;✔;✔;✔;\-;✔;\-;\-;✔;✔;✔;✔;✔;\-;✔;\-;\-;✔;✔;✔;✔;\-;\-;\-;\-;\-;✔;✔;✔;\-
371;:ref:`CrDeviceProperty_RightLeftEyeSelect<dp-RightLeftEyeSelect>`;Right/Left Eye Select;R/T;✔;✔;✔;✔;\-;\-;\-;\-;✔;✔;✔;✔;✔;\-;✔;\-;\-;✔;\-;\-;✔;\-;\-;\-;\-;\-;\-;✔;✔;\-
372;:ref:`CrDeviceProperty_SelectFTPServer<dp-SelectFTPServer>`;Select FTP Server;R/T;✔;✔;✔;✔;\-;✔;\-;\-;✔;✔;✔;✔;✔;\-;\-;\-;\-;✔;✔;✔;✔;\-;\-;\-;\-;\-;\-;\-;\-;\-
373;:ref:`CrDeviceProperty_SelectFTPServerID<dp-SelectFTPServerID>`;Select FTP ServerID;R/T;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\*1;\*1;\-;\-;\-;\-;✔;✔;✔;\-;\-;\-;\-;\-;\-
374;:ref:`CrDeviceProperty_FTP_ConnectionStatus<dp-FTP_ConnectionStatus>`;FTP Connection Status;R/T;✔;✔;✔;✔;\-;✔;\-;\-;✔;✔;✔;✔;✔;\-;\-;\-;\-;✔;✔;✔;✔;\-;\-;\-;\-;\-;\-;\-;\-;\-
375;:ref:`CrDeviceProperty_FTP_ConnectionErrorInfo<dp-FTP_ConnectionErrorInfo>`;FTP Connection Error Info;R/T;✔;✔;✔;✔;\-;✔;\-;\-;✔;✔;✔;✔;✔;\-;\-;\-;\-;✔;✔;✔;✔;\-;\-;\-;\-;\-;\-;\-;\-;\-
376;:ref:`CrDeviceProperty_FTPServerSettingVersion<dp-FTPServerSettingVersion>`;FTP Server Setting Version;R/T;✔;✔;✔;✔;\-;✔;\-;\-;✔;✔;✔;✔;✔;\-;\-;\-;\-;✔;✔;✔;✔;\-;\-;\-;\-;\-;\-;\-;\-;\-
377;:ref:`CrDeviceProperty_FTPServerSettingOperationEnableStatus<dp-FTPServerSettingOperationEnableStatus>`;FtpSettingList Operation Enable Status;R/T;✔;✔;✔;✔;\-;✔;\-;\-;✔;✔;✔;✔;✔;\-;\-;\-;\-;✔;✔;✔;✔;\-;\-;\-;\-;\-;\-;\-;\-;\-
378;:ref:`CrDeviceProperty_FTPJobListDataVersion<dp-FTPJobListDataVersion>`;FTP Job List Data Version;R/T;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;✔;✔;\-;\-;\-;\-;✔;✔;✔;\-;\-;\-;\-;\-;\-
379;:ref:`CrDeviceProperty_FTP_Function<dp-FTP_Function>`;FTP Function;R/T;✔;✔;✔;✔;\-;✔;\-;\-;✔;✔;✔;✔;✔;\-;\-;\-;\-;✔;✔;✔;✔;\-;\-;\-;\-;\-;\-;\-;\-;\-
380;:ref:`CrDeviceProperty_FTP_AutoTransfer<dp-FTP_AutoTransfer>`;Auto FTP Transfer;R/T;✔;✔;✔;✔;\-;✔;\-;\-;✔;✔;✔;✔;✔;\-;\-;\-;\-;✔;✔;✔;✔;\-;\-;\-;\-;\-;\-;\-;\-;\-
381;:ref:`CrDeviceProperty_FTP_AutoTransferTarget<dp-FTP_AutoTransferTarget>`;Auto FTP Transfer Target;R/T;✔;✔;✔;✔;\-;✔;\-;\-;✔;✔;✔;✔;✔;\-;\-;\-;\-;✔;✔;✔;✔;\-;\-;\-;\-;\-;\-;\-;\-;\-
382;:ref:`CrDeviceProperty_Movie_FTP_AutoTransferTarget<dp-Movie_FTP_AutoTransferTarget>`;Auto FTP Transfer Target (Movie);R/T;✔;✔;✔;✔;\-;✔;\-;\-;✔;✔;✔;✔;✔;\-;\-;\-;\-;✔;✔;✔;✔;\-;\-;\-;\-;\-;\-;\-;\-;\-
383;:ref:`CrDeviceProperty_FTP_TransferTarget<dp-FTP_TransferTarget>`;FTP Transfer Target;R/T;✔;✔;✔;✔;\-;✔;\-;\-;✔;✔;✔;✔;✔;\-;\-;\-;\-;✔;✔;✔;✔;\-;\-;\-;\-;\-;\-;\-;\-;\-
384;:ref:`CrDeviceProperty_Movie_FTP_TransferTarget<dp-Movie_FTP_TransferTarget>`;FTP Transfer Target (Proxy);R/T;✔;✔;✔;✔;\-;✔;\-;\-;✔;✔;✔;✔;✔;\-;\-;\-;\-;✔;✔;✔;✔;\-;\-;\-;\-;\-;\-;\-;\-;\-
385;:ref:`CrDeviceProperty_FTP_PowerSave<dp-FTP_PowerSave>`;FTP Power Save;R/T;✔;✔;✔;✔;\-;✔;\-;\-;✔;✔;✔;✔;✔;\-;\-;\-;\-;✔;✔;✔;✔;\-;\-;\-;\-;\-;\-;\-;\-;\-
386;:ref:`CrDeviceProperty_USBPowerSupply<dp-USBPowerSupply>`;USB Power Supply;R/T;\-;✔;✔;✔;\-;✔;\-;\-;✔;✔;✔;✔;✔;\-;✔;\-;\-;✔;✔;✔;✔;\-;\-;\-;\-;\-;✔;✔;✔;\-
387;:ref:`CrDeviceProperty_FlickerScanStatus<dp-FlickerScanStatus>`;Flicker Scan Status;R/T;✔;✔;\-;✔;\-;✔;\-;\-;✔;\-;✔;\-;✔;\-;\-;\-;\-;✔;\-;\-;\-;\-;\-;\-;\-;\-;✔;✔;✔;\-
388;:ref:`CrDeviceProperty_FlickerScanEnableStatus<dp-FlickerScanEnableStatus>`;Flicker Scan Enable Status;R/T;✔;✔;\-;✔;\-;✔;\-;\-;✔;\-;✔;\-;✔;\-;\-;\-;\-;✔;\-;\-;\-;\-;\-;\-;\-;\-;✔;✔;✔;\-
389;:ref:`CrDeviceProperty_FTPTransferSetting_SaveOperationEnableStatus<dp-FTPTransferSetting_SaveOperationEnableStatus>`;FTP Transfer Setting Save Operation Enable Status;R/T;✔;✔;✔;✔;\-;\-;\-;\-;✔;✔;✔;✔;✔;\-;\-;\-;\-;✔;\-;\-;✔;\-;\-;\-;\-;\-;\-;\-;\-;\-
390;:ref:`CrDeviceProperty_FTPTransferSetting_ReadOperationEnableStatus<dp-FTPTransferSetting_ReadOperationEnableStatus>`;FTP Transfer Setting Read Operation Enable Status;R/T;✔;✔;✔;✔;\-;\-;\-;\-;✔;✔;✔;✔;✔;\-;\-;\-;\-;✔;\-;\-;✔;\-;\-;\-;\-;\-;\-;\-;\-;\-
391;:ref:`CrDeviceProperty_FTPTransferSetting_SaveRead_State<dp-FTPTransferSetting_SaveRead_State>`;FTP Transfer Setting Save/Read State;R/T;✔;✔;✔;✔;\-;\-;\-;\-;✔;✔;✔;✔;✔;\-;\-;\-;\-;✔;\-;\-;✔;\-;\-;\-;\-;\-;\-;\-;\-;\-
392;:ref:`CrDeviceProperty_CameraShakeStatus<dp-CameraShakeStatus>`;Camera Shake Status;R/T;✔;✔;✔;✔;\-;✔;\-;\-;✔;✔;✔;✔;✔;\-;✔;\-;\-;✔;✔;✔;✔;\-;\-;\-;\-;\-;✔;✔;✔;\-
393;:ref:`CrDeviceProperty_UpdateBodyStatus<dp-UpdateBodyStatus>`;Update Body Status;R/T;✔;✔;✔;✔;\-;✔;\-;\-;✔;✔;✔;✔;✔;\-;✔;\-;\-;✔;✔;✔;✔;\-;\-;\-;\-;\-;✔;✔;✔;\-
394;:ref:`CrDeviceProperty_MediaSLOT1_WritingState<dp-MediaSLOT1_WritingState>`;Media SLOT1 Writing State;R/T;✔;✔;✔;✔;\-;✔;\-;\-;✔;✔;✔;✔;✔;\-;✔;\-;\-;✔;✔;✔;✔;\-;\-;\-;\-;\-;✔;✔;✔;\-
395;:ref:`CrDeviceProperty_MediaSLOT2_WritingState<dp-MediaSLOT2_WritingState>`;Media SLOT2 Writing State;R/T;\-;✔;✔;✔;\-;✔;\-;\-;\-;✔;✔;✔;\-;\-;\-;\-;\-;✔;✔;✔;✔;\-;\-;\-;\-;\-;\-;\-;\-;\-
396;:ref:`CrDeviceProperty_MediaSLOT1_RecordingAvailableType<dp-MediaSLOT1_RecordingAvailableType>`;Media SLOT1 Rec Available Type;R/T;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;✔;✔;\-;\-;\-;\-;✔;✔;✔;✔;✔;\-;\-;\-;\-
397;:ref:`CrDeviceProperty_MediaSLOT2_RecordingAvailableType<dp-MediaSLOT2_RecordingAvailableType>`;Media SLOT2 Rec Available Type;R/T;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;✔;✔;\-;\-;\-;\-;✔;✔;✔;✔;✔;\-;\-;\-;\-
398;:ref:`CrDeviceProperty_LensModelName<dp-LensModelName>`;Lens Model Name;R/T;✔;✔;✔;✔;\-;✔;\-;\-;✔;✔;✔;✔;✔;\-;✔;\-;\-;✔;✔;✔;✔;\-;\-;\-;\-;✔;✔;✔;\-;\-
399;:ref:`CrDeviceProperty_FocusPositionCurrentValue<dp-FocusPositionCurrentValue>`;Focus Position Current Value;R/T;✔;✔;✔;✔;\-;✔;\-;\-;✔;✔;✔;✔;✔;\-;\-;\-;\-;✔;✔;✔;✔;\-;\-;\-;✔;\-;\-;✔;\-;\-
400;:ref:`CrDeviceProperty_FocusDrivingStatus<dp-FocusDrivingStatus>`;Focus Driving Status (Absolute);R/T;✔;✔;✔;✔;\-;✔;\-;\-;✔;✔;✔;✔;✔;\-;✔;\-;\-;✔;✔;✔;✔;\-;\-;\-;\-;\-;\-;✔;\-;\-
401;:ref:`CrDeviceProperty_ButtonAssignmentAssignable10<dp-ButtonAssignmentAssignable10>`;Button Assignment Assignable.10;R/T;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;✔;\-;\-;\-;\-;\-;✔;✔;✔;✔;\-;\-;\-;\-;\-
402;:ref:`CrDeviceProperty_ButtonAssignmentAssignable11<dp-ButtonAssignmentAssignable11>`;Button Assignment Assignable.11;R/T;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;✔;\-;\-;\-;\-;\-;✔;✔;✔;✔;\-;\-;\-;\-;\-
403;:ref:`CrDeviceProperty_AssignableButton10<dp-AssignableButton10>`;Assignable Button 10;R/T;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;✔;\-;\-;\-;\-;\-;✔;✔;✔;✔;\-;\-;\-;\-;\-
404;:ref:`CrDeviceProperty_AssignableButton11<dp-AssignableButton11>`;Assignable Button 11;R/T;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;✔;\-;\-;\-;\-;\-;✔;✔;✔;✔;\-;\-;\-;\-;\-
405;:ref:`CrDeviceProperty_AssignableButtonIndicator10<dp-AssignableButtonIndicator10>`;Assignable Button Indicator 10;R/T;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;✔;\-;\-;\-;\-;\-;✔;✔;✔;✔;\-;\-;\-;\-;\-
406;:ref:`CrDeviceProperty_AssignableButtonIndicator11<dp-AssignableButtonIndicator11>`;Assignable Button Indicator 11;R/T;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;✔;\-;\-;\-;\-;\-;✔;✔;✔;✔;\-;\-;\-;\-;\-
407;:ref:`CrDeviceProperty_NDFilterUnitSetting<dp-NDFilterUnitSetting>`;ND Filter Unit Setting;R/T;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\*1;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-
408;:ref:`CrDeviceProperty_NDFilterOpticalDensityValue<dp-NDFilterOpticalDensityValue>`;ND Filter Optical Density Value;R/T;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;✔;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-
409;:ref:`CrDeviceProperty_TNumber<dp-TNumber>`;T-Number;R/T;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\*1;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-
410;:ref:`CrDeviceProperty_IrisDisplayUnit<dp-IrisDisplayUnit>`;Iris Display Unit;R/T;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\*1;\*1;\-;\-;\-;\-;\*1;\*1;\*1;\*1;\*1;\-;\-;\-;\-
411;:ref:`CrDeviceProperty_Movie_ImageStabilizationLevel<dp-Movie_ImageStabilizationLevel>`;Image Stabilization Level (Movie);R/T;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;✔;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-
412;:ref:`CrDeviceProperty_ImageStabilizationSteadyShotAdjust<dp-ImageStabilizationSteadyShotAdjust>`;Image Stabilization Steady Shot Adjust;R/T;\-;✔;\-;✔;\-;✔;\-;\-;✔;✔;✔;✔;✔;\-;✔;✔;\-;✔;✔;✔;✔;\-;\-;\-;\-;\-;✔;✔;\-;\-
413;:ref:`CrDeviceProperty_ImageStabilizationSteadyShotFocalLength<dp-ImageStabilizationSteadyShotFocalLength>`;Image Stabilization Steady Shot Focal Length;R/T;\-;✔;\-;✔;\-;✔;\-;\-;✔;✔;✔;✔;✔;\-;✔;✔;\-;✔;✔;✔;✔;\-;\-;\-;\-;\-;✔;\-;\-;\-
414;:ref:`CrDeviceProperty_CameraOperatingMode<dp-CameraOperatingMode>`;Camera Operating Mode;R/T;✔;✔;✔;✔;\-;✔;\-;\-;✔;✔;✔;✔;✔;\-;✔;✔;✔;✔;✔;✔;✔;✔;✔;✔;✔;✔;✔;✔;✔;\-
415;:ref:`CrDeviceProperty_PlaybackViewMode<dp-PlaybackViewMode>`;Playback View Mode;R/T;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;✔;✔;\-;\-;\-;\-;✔;✔;✔;✔;✔;\-;\-;\-;\-
416;:ref:`CrDeviceProperty_MediaSLOT3_Status<dp-MediaSLOT3_Status>`;Media SLOT3 Status;R/T;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;✔;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-
417;:ref:`CrDeviceProperty_MediaSLOT3_RemainingTime<dp-MediaSLOT3_RemainingTime>`;Media SLOT3 Remaining shooting time;R/T;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;✔;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-
418;:ref:`CrDeviceProperty_MediaSLOT3_RecordingAvailableType<dp-MediaSLOT3_RecordingAvailableType>`;Media SLOT3 Rec Available Type;R/T;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;✔;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-
419;:ref:`CrDeviceProperty_MonitoringSettingVersion<dp-MonitoringSettingVersion>`;Monitoring Setting Version;R/T;\-;✔;✔;✔;\-;✔;\-;\-;\-;✔;✔;✔;\-;\-;✔;✔;✔;✔;✔;✔;✔;✔;✔;✔;\-;\-;\-;\-;\-;\-
420;:ref:`CrDeviceProperty_MonitoringDeliveryTypeSupportInfo<dp-MonitoringDeliveryTypeSupportInfo>`;Monitoring Delivery Type Support Information;R/T;\-;✔;✔;✔;\-;✔;\-;\-;\-;✔;✔;✔;\-;\-;✔;✔;✔;✔;✔;✔;✔;✔;✔;✔;\-;\-;\-;\-;\-;\-
421;:ref:`CrDeviceProperty_MonitoringDeliveringStatus<dp-MonitoringDeliveringStatus>`;Monitoring Delivering Status;R/T;\-;✔;✔;✔;\-;✔;\-;\-;\-;✔;✔;✔;\-;\-;✔;✔;✔;✔;✔;✔;✔;✔;✔;✔;\-;\-;\-;\-;\-;\-
422;:ref:`CrDeviceProperty_MonitoringIsDelivering<dp-MonitoringIsDelivering>`;Monitoring is Delivering;R/T;\-;✔;✔;✔;\-;✔;\-;\-;\-;✔;✔;✔;\-;\-;✔;✔;✔;✔;✔;✔;✔;✔;✔;✔;\-;\-;\-;\-;\-;\-
423;:ref:`CrDeviceProperty_AudioLevelDisplay<dp-AudioLevelDisplay>`;Audio Level Display;R/T;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-
424;:ref:`CrDeviceProperty_Movie_HDMIOutputColorGamutForRAWOut<dp-Movie_HDMIOutputColorGamutForRAWOut>`;HDMI Output Color Gamut for RAW Out (Movie);R/T;\-;\-;✔;\-;\-;✔;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-
425;:ref:`CrDeviceProperty_ElectricFrontCurtainShutter<dp-ElectricFrontCurtainShutter>`;e-Front Curtain Shutter;R/T;\-;\-;\-;\-;\-;✔;\-;\-;\-;✔;✔;✔;\-;\-;\-;\-;\-;\-;✔;✔;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-
426;:ref:`CrDeviceProperty_CameraErrorCautionStatus<dp-CameraErrorCautionStatus>`;Camera Error Caution Status;R/T;✔;✔;✔;✔;\-;✔;\-;\-;✔;✔;✔;✔;✔;\-;✔;\-;\-;✔;✔;✔;✔;\-;\-;\-;\-;\-;✔;✔;✔;\-
427;:ref:`CrDeviceProperty_SystemErrorCautionStatus<dp-SystemErrorCautionStatus>`;System Error Caution Status;R/T;✔;✔;✔;✔;\-;✔;\-;\-;✔;✔;✔;✔;✔;\-;✔;\-;\-;✔;✔;✔;✔;\-;\-;\-;\-;\-;✔;✔;✔;\-
428;:ref:`CrDeviceProperty_ExtendedShutterSpeed<dp-ExtendedShutterSpeed>`;Extended Shutter Speed;R/T;\-;✔;✔;✔;\-;\-;\-;\-;\-;✔;✔;\-;\-;\-;\-;\-;\-;✔;\-;\-;\-;\-;\-;\-;\-;\-;\-;✔;✔;\-
429;:ref:`CrDeviceProperty_CameraButtonFunction<dp-CameraButtonFunction>`;Camera Button Function;R/T;✔;✔;✔;✔;\-;✔;\-;\-;\-;✔;✔;✔;\-;\-;✔;✔;\-;✔;✔;✔;✔;✔;✔;✔;\-;\-;✔;✔;✔;\-
430;:ref:`CrDeviceProperty_CameraButtonFunctionMulti<dp-CameraButtonFunctionMulti>`;Camera Button Function(Multi);R/T;✔;✔;✔;✔;\-;✔;\-;\-;\-;✔;✔;✔;\-;\-;✔;✔;\-;✔;✔;✔;✔;✔;✔;✔;\-;\-;✔;✔;✔;\-
431;:ref:`CrDeviceProperty_CameraDialFunction<dp-CameraDialFunction>`;Camera Dial Function;R/T;✔;✔;✔;✔;\-;✔;\-;\-;\-;✔;✔;✔;\-;\-;✔;\-;\-;✔;✔;✔;✔;\-;\-;\-;\-;\-;✔;✔;✔;\-
432;:ref:`CrDeviceProperty_CameraButtonFunctionStatus<dp-CameraButtonFunctionStatus>`;Camera Button Function Status;R/T;✔;✔;✔;✔;\-;✔;\-;\-;✔;✔;✔;✔;✔;\-;✔;✔;\-;✔;✔;✔;✔;✔;✔;✔;\-;\-;✔;✔;✔;\-
433;:ref:`CrDeviceProperty_SynchroterminalForcedOutput<dp-SynchroterminalForcedOutput>`;Synchroterminal Forced Output;R/T;\-;✔;\-;✔;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-
434;:ref:`CrDeviceProperty_ShutterReleaseTimeLagControl<dp-ShutterReleaseTimeLagControl>`;Shutter Release Time Lag Control;R/T;\-;✔;\-;✔;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-
435;:ref:`CrDeviceProperty_FlickerLessShootingStatus<dp-FlickerLessShootingStatus>`;Flicker Less  Shooting Status;R/T;\-;✔;✔;✔;\-;\-;\-;\-;\-;\-;✔;\-;\-;\-;\-;\-;\-;✔;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-
436;:ref:`CrDeviceProperty_ContinuousShootingSpotBoostStatus<dp-ContinuousShootingSpotBoostStatus>`;ContShootSpotBoost Status;R/T;\-;✔;\-;✔;\-;\-;\-;\-;\-;\-;✔;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-
437;:ref:`CrDeviceProperty_ContinuousShootingSpotBoostEnableStatus<dp-ContinuousShootingSpotBoostEnableStatus>`;ContShootSpotBoost Enable Status;R/T;\-;✔;\-;✔;\-;\-;\-;\-;\-;\-;✔;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-
438;:ref:`CrDeviceProperty_ContinuousShootingSpotBoostFrameSpeed<dp-ContinuousShootingSpotBoostFrameSpeed>`;ContShootSpotBoostSpeed;R/T;\-;✔;\-;✔;\-;\-;\-;\-;\-;\-;✔;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-
439;:ref:`CrDeviceProperty_TimeShiftShooting<dp-TimeShiftShooting>`;TimeShift Shooting;R/T;\-;✔;\-;✔;\-;\-;\-;\-;\-;\-;✔;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-
440;:ref:`CrDeviceProperty_TimeShiftTriggerSetting<dp-TimeShiftTriggerSetting>`;TimeShift Trigger Setting;R/T;\-;✔;\-;✔;\-;\-;\-;\-;\-;\-;✔;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-
441;:ref:`CrDeviceProperty_TimeShiftPreShootingTimeSetting<dp-TimeShiftPreShootingTimeSetting>`;TimeShift PreShooting Time Setting;R/T;\-;✔;\-;✔;\-;\-;\-;\-;\-;\-;✔;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-
442;:ref:`CrDeviceProperty_TimeShiftShootingStatus<dp-TimeShiftShootingStatus>`;TimeShift Shooting Status;R/T;\-;✔;\-;✔;\-;\-;\-;\-;\-;\-;✔;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-
443;:ref:`CrDeviceProperty_ZoomDrivingStatus<dp-ZoomDrivingStatus>`;Zoom Driving  Status (Absolute);R/T;✔;✔;✔;✔;\-;✔;\-;\-;✔;✔;✔;✔;✔;\-;✔;\-;\-;✔;✔;✔;✔;\-;\-;\-;✔;\-;\-;✔;\-;\-
444;:ref:`CrDeviceProperty_EmbedLUTFile<dp-EmbedLUTFile>`;Embed LUT File;R/T;✔;✔;\-;✔;\-;\-;\-;\-;✔;✔;✔;\-;✔;\-;✔;\-;\-;✔;✔;✔;✔;\-;\-;\-;\-;\-;✔;✔;✔;\-
445;:ref:`CrDeviceProperty_APS_C_S35<dp-APS_C_S35>`;APS-C/Super 35mm Shooting;R/T;✔;✔;\-;✔;\-;✔;\-;\-;\-;✔;✔;✔;\-;\-;\-;\-;\-;✔;✔;✔;\-;\-;\-;\-;\-;\-;✔;\-;\-;\-
446;:ref:`CrDeviceProperty_LensCompensationShading<dp-LensCompensationShading>`;Lens Compensation Shading;R/T;✔;✔;✔;✔;\-;✔;\-;\-;✔;✔;✔;✔;✔;\-;✔;\-;\-;✔;✔;✔;✔;\-;\-;\-;\-;\-;✔;✔;✔;\-
447;:ref:`CrDeviceProperty_LensCompensationChromaticAberration<dp-LensCompensationChromaticAberration>`;Lens Compensation Chromatic Aberration;R/T;✔;✔;✔;✔;\-;✔;\-;\-;✔;✔;✔;✔;✔;\-;✔;\-;\-;✔;✔;✔;✔;\-;\-;\-;\-;\-;✔;✔;✔;\-
448;:ref:`CrDeviceProperty_LensCompensationDistortion<dp-LensCompensationDistortion>`;Lens Compensation Distortion;R/T;✔;✔;✔;✔;\-;✔;\-;\-;✔;✔;✔;✔;✔;\-;✔;\-;\-;✔;✔;✔;✔;\-;\-;\-;\-;\-;✔;✔;✔;\-
449;:ref:`CrDeviceProperty_LensCompensationBreathing<dp-LensCompensationBreathing>`;Lens Compensation Breathing;R/T;✔;✔;✔;✔;\-;✔;\-;\-;✔;✔;✔;✔;✔;\-;✔;\-;\-;✔;✔;✔;✔;\-;\-;\-;\-;\-;✔;✔;\-;\-
450;:ref:`CrDeviceProperty_ShootingSelfTimerStatus<dp-ShootingSelfTimerStatus>`;Shooting Self-timer Status;R/T;✔;✔;✔;✔;\-;✔;\-;\-;✔;✔;✔;✔;✔;\-;✔;\-;\-;✔;✔;✔;✔;\-;\-;\-;\-;\-;✔;✔;✔;\-
451;:ref:`CrDeviceProperty_RecordingMedia<dp-RecordingMedia>`;Recording Media (Still Image);R/T;\-;✔;✔;✔;\-;✔;\-;\-;\-;✔;✔;✔;\-;\-;\-;\-;\-;✔;✔;✔;✔;\-;\-;\-;\-;\-;\-;\-;\-;\-
